题目1: (82.0-81.0)×20.0=
题目8105: 23.0÷54.0÷17.0=
题目8106: 16.0÷45.0+12.0=
题目8107: 24.0×6.0×53.0=
题目8108: (31.0-8.0)÷85.0=
题目8109: 85.0-40.0=
题目8110: 26.0+15.0=
题目8111: 71.0-57.0=
题目8112: 72.0÷88.0=
题目8113: 61.0-44.0=
题目8114: 25.0×16.0=
题目8115: 83.0+3.0×39.0=
题目8116: 86.0÷48.0÷72.0=
题目8117: 75.0÷13.0×19.0=
题目8118: 89.0+91.0×55.0=
题目8119: (65.0-49.0)×47.0=
题目8120: (95.0-26.0)×12.0=
题目8121: 51.0÷91.0÷3.0=
题目8122: 10.0×84.0+98.0=
题目8123: 32.0+76.0÷42.0=
题目8124: 100.0×6.0=
题目8125: 61.0÷36.0=
题目8126: 29.0×75.0+5.0=
题目8127: 92.0+29.0=
题目8128: 42.0-12.0=
题目8129: 53.0-8.0=
题目8130: 65.0+6.0÷92.0=
题目8131: 63.0×61.0×20.0=
题目8132: 99.0÷67.0=
题目8133: 21.0×58.0+33.0=
题目8134: (85.0-4.0)÷56.0=
题目8135: 17.0+67.0+35.0=
题目8136: 9.0÷40.0=
题目8137: 68.0×29.0=
题目8138: 27.0×90.0×31.0=
题目8139: 22.0×82.0=
题目8140: 37.0+69.0+42.0=
题目8141: 82.0÷77.0×97.0=
题目8142: (86.0-36.0)÷78.0=
题目8143: 3.0+89.0+14.0=
题目8144: 73.0÷54.0=
题目8145: 72.0×65.0+45.0=
题目8146: 52.0+28.0÷12.0=
题目8147: 50.0÷67.0=
题目8148: 18.0×56.0+73.0=
题目8149: 56.0-8.0=
题目8150: 14.0÷37.0=
题目8151: 88.0×100.0+85.0=
题目8152: 35.0-27.0=
题目8153: 58.0-15.0=
题目8154: 39.0÷8.0+28.0=
题目8155: 75.0+46.0=
题目8156: 55.0÷30.0÷40.0=
题目8157: 59.0-23.0=
题目8158: (58.0-7.0)÷21.0=
题目8159: 53.0-14.0=
题目8160: 26.0+66.0=
题目8161: 82.0×87.0=
题目8162: 79.0-1.0=
题目8163: 34.0-21.0=
题目8164: 84.0×25.0÷16.0=
题目8165: 87.0-38.0=
题目8166: 88.0÷27.0×100.0=
题目8167: 16.0+63.0=
题目8168: 19.0+37.0÷18.0=
题目8169: 73.0÷57.0×50.0=
题目8170: 75.0÷23.0=
题目8171: 60.0+58.0÷88.0+43.0=
题目8172: 73.0×74.0=
题目8173: 12.0×85.0=
题目8174: 74.0×5.0=
题目8175: 42.0+71.0=
题目8176: 30.0×59.0=
题目8177: 46.0+12.0+36.0=
题目8178: 33.0÷35.0=
题目8179: 59.0+94.0=
题目8180: 23.0+55.0×22.0=
题目8181: 33.0+72.0-90.0+71.0=
题目8182: 29.0×37.0÷52.0=
题目8183: 15.0×25.0÷46.0=
题目8184: 2.0÷30.0÷64.0=
题目8185: 42.0+58.0+28.0=
题目8186: 35.0+77.0-16.0=
题目8187: 65.0+40.0=
题目8188: 86.0×80.0=
题目8189: 40.0+31.0÷25.0×88.0=
题目8190: (77.0-67.0)×94.0=
题目8191: 9.0+38.0÷24.0-5.0=
题目8192: 89.0×1.0×9.0=
题目8193: 57.0-44.0=
题目8194: 39.0÷47.0=
题目8195: 47.0×17.0÷87.0=
题目8196: 72.0+50.0=
题目8197: 91.0÷67.0+26.0=
题目8198: 95.0-28.0=
题目8199: 91.0-37.0-5.0=
题目8200: 96.0-50.0=
题目8201: 81.0+95.0×60.0=
题目8202: 27.0×73.0+67.0=
题目8203: 78.0+27.0=
题目8204: 95.0÷94.0=
题目8205: 10.0÷15.0×56.0=
题目8206: 39.0÷13.0=
题目8207: 45.0+73.0÷94.0=
题目8208: 44.0÷99.0=
题目8209: 23.0+97.0=
题目8210: 80.0×33.0=
题目8211: 81.0+63.0=
题目8212: 69.0×83.0=
题目8213: 97.0×54.0=
题目8214: 76.0-58.0+63.0=
题目8215: 99.0÷18.0=
题目8216: 28.0-19.0=
题目8217: 52.0+3.0=
题目8218: 39.0×89.0×99.0=
题目8219: 34.0+97.0÷76.0+83.0=
题目8220: 12.0+52.0=
题目8221: 12.0÷96.0+22.0=
题目8222: 46.0+43.0+4.0+87.0=
题目8223: 35.0-13.0=
题目8224: 39.0×76.0+10.0=
题目8225: 94.0+85.0=
题目8226: 81.0÷81.0=
题目8227: 91.0÷74.0=
题目8228: (92.0-9.0)×39.0=
题目8229: 62.0÷14.0=
题目8230: 10.0+28.0=
题目8231: 7.0+18.0=
题目8232: 29.0+52.0=
题目8233: 10.0-35.0+74.0=
题目8234: 41.0÷38.0+75.0=
题目8235: 74.0×52.0=
题目8236: 6.0÷75.0×71.0=
题目8237: 22.0÷27.0×23.0=
题目8238: 13.0-75.0+63.0=
题目8239: (94.0-28.0)×19.0=
题目8240: 5.0+10.0×32.0+24.0=
题目8241: 31.0×64.0=
题目8242: (52.0-47.0)×3.0=
题目8243: (71.0-21.0)×31.0=
题目8244: (58.0-39.0)÷12.0=
题目8245: (18.0-5.0)÷64.0=
题目8246: 98.0÷17.0+18.0=
题目8247: 41.0×14.0=
题目8248: 58.0+78.0÷78.0×97.0=
题目8249: (46.0-18.0)÷15.0=
题目8250: 25.0-24.0=
题目8251: 62.0÷91.0=
题目8252: 98.0÷44.0=
题目8253: (99.0-20.0)×76.0=
题目8254: 79.0-69.0=
题目8255: 91.0-59.0=
题目8256: (65.0-46.0)÷1.0=
题目8257: 94.0-89.0=
题目8258: 100.0×66.0+19.0=
题目8259: 34.0+9.0=
题目8260: 92.0÷6.0=
题目8261: 9.0×18.0=
题目8262: 86.0+11.0=
题目8263: 97.0÷99.0÷84.0=
题目8264: 5.0+89.0=
题目8265: 33.0+12.0=
题目8266: 24.0+70.0=
题目8267: 88.0-30.0=
题目8268: 83.0×30.0=
题目8269: 53.0×18.0=
题目8270: 37.0+59.0=
题目8271: 90.0+22.0+88.0+62.0=
题目8272: 1.0+56.0-25.0=
题目8273: 30.0+17.0=
题目8274: 83.0+100.0=
题目8275: 37.0+41.0=
题目8276: 83.0×27.0÷49.0=
题目8277: 69.0÷97.0×82.0=
题目8278: 55.0×11.0÷90.0=
题目8279: 12.0÷56.0=
题目8280: 85.0×14.0×9.0=
题目8281: 45.0÷28.0=
题目8282: 72.0-1.0=
题目8283: 98.0÷9.0=
题目8284: 50.0+81.0=
题目8285: 77.0÷9.0×88.0=
题目8286: 79.0×40.0+56.0=
题目8287: 94.0×11.0+50.0=
题目8288: 61.0×29.0+56.0=
题目8289: 8.0×19.0×49.0=
题目8290: 76.0×32.0×61.0=
题目8291: 67.0×26.0+33.0=
题目8292: (86.0-59.0)×37.0=
题目8293: 98.0×74.0×8.0=
题目8294: 12.0+39.0×87.0+26.0=
题目8295: 57.0+69.0×78.0=
题目8296: 38.0÷74.0=
题目8297: 49.0+63.0=
题目8298: 14.0+7.0-37.0+74.0=
题目8299: 32.0-28.0=
题目8300: 32.0+86.0÷65.0+40.0=
题目8301: 94.0-4.0=
题目8302: 28.0-13.0=
题目8303: 92.0+75.0+1.0=
题目8304: 52.0÷86.0+82.0=
题目8305: 21.0-13.0=
题目8306: (50.0-26.0)÷51.0=
题目8307: 27.0÷5.0=
题目8308: 97.0-96.0=
题目8309: 50.0-21.0+99.0=
题目8310: (60.0-49.0)×86.0=
题目8311: (70.0-36.0)×75.0=
题目8312: 39.0-20.0=
题目8313: 67.0×75.0=
题目8314: 7.0×25.0+23.0=
题目8315: 56.0+38.0=
题目8316: 56.0+82.0×45.0=
题目8317: (88.0-20.0)×63.0=
题目8318: 59.0+27.0×97.0+54.0=
题目8319: 42.0×22.0=
题目8320: 63.0-32.0=
题目8321: 26.0÷49.0=
题目8322: 73.0+14.0÷49.0-40.0=
题目8323: 37.0÷76.0×94.0=
题目8324: 25.0+84.0-39.0=
题目8325: 93.0÷39.0=
题目8326: 99.0-58.0=
题目8327: 47.0+93.0÷70.0=
题目8328: 26.0÷1.0×43.0=
题目8329: (19.0-2.0)×77.0=
题目8330: 96.0+55.0÷16.0=
题目8331: 21.0×46.0=
题目8332: 44.0-30.0=
题目8333: 22.0×92.0×76.0=
题目8334: 63.0+45.0÷26.0=
题目8335: 87.0×37.0×86.0=
题目8336: 49.0÷32.0÷43.0=
题目8337: 95.0-95.0+95.0=
题目8338: 13.0×71.0×49.0=
题目8339: 15.0÷46.0=
题目8340: 53.0+53.0÷26.0=
题目8341: 64.0+41.0=
题目8342: 53.0÷1.0=
题目8343: 52.0×42.0=
题目8344: 40.0+82.0+11.0+85.0=
题目8345: 55.0-46.0=
题目8346: 86.0+51.0÷28.0=
题目8347: 2.0+54.0+100.0=
题目8348: 64.0-26.0=
题目8349: 55.0+59.0=
题目8350: (56.0-8.0)÷42.0=
题目8351: 7.0+21.0=
题目8352: 97.0+49.0÷60.0×94.0=
题目8353: 93.0+68.0=
题目8354: 21.0+10.0+35.0=
题目8355: 74.0+75.0=
题目8356: 52.0+72.0×2.0+55.0=
题目8357: 98.0÷100.0=
题目8358: (97.0-52.0)÷28.0=
题目8359: 76.0-55.0=
题目8360: 72.0×37.0=
题目8361: 28.0-20.0=
题目8362: 35.0×76.0÷15.0=
题目8363: 89.0-17.0=
题目8364: 95.0-34.0+40.0=
题目8365: 80.0+61.0=
题目8366: 55.0÷51.0=
题目8367: 5.0÷90.0=
题目8368: 93.0÷9.0=
题目8369: 62.0+55.0=
题目8370: (97.0-90.0)×9.0=
题目8371: 79.0×88.0+58.0=
题目8372: (78.0-15.0)×28.0=
题目8373: 80.0÷67.0=
题目8374: 47.0÷6.0+75.0=
题目8375: (36.0-26.0)÷99.0=
题目8376: 3.0+13.0=
题目8377: 88.0×33.0+46.0=
题目8378: 41.0-14.0=
题目8379: 54.0+58.0+98.0=
题目8380: 32.0÷77.0×14.0=
题目8381: 97.0×58.0+43.0=
题目8382: 68.0+26.0-1.0=
题目8383: 92.0×68.0÷85.0=
题目8384: 24.0+59.0÷47.0=
题目8385: 35.0+64.0=
题目8386: 87.0×48.0+34.0=
题目8387: 85.0+26.0+22.0=
题目8388: 42.0+72.0=
题目8389: 82.0×53.0=
题目8390: 51.0+12.0=
题目8391: 84.0×36.0÷16.0=
题目8392: 55.0×97.0+96.0=
题目8393: 51.0+34.0-98.0+86.0=
题目8394: 78.0÷92.0=
题目8395: 65.0÷31.0×57.0=
题目8396: (100.0-72.0)÷74.0=
题目8397: 80.0÷93.0=
题目8398: 17.0+47.0-21.0=
题目8399: 45.0×83.0+50.0=
题目8400: 3.0+71.0+89.0=
题目8401: 11.0÷83.0=
题目8402: 43.0÷58.0×83.0=
题目8403: 18.0÷62.0+39.0=
题目8404: 42.0+23.0×12.0=
题目8405: 79.0-58.0+22.0=
题目8406: 80.0÷79.0=
题目8407: 12.0-20.0+12.0=
题目8408: 62.0÷21.0=
题目8409: 31.0÷78.0=
题目8410: 71.0×14.0+42.0=
题目8411: 77.0-11.0=
题目8412: 28.0+10.0÷71.0×57.0=
题目8413: 73.0×59.0=
题目8414: 91.0÷48.0=
题目8415: 63.0-63.0+78.0=
题目8416: 98.0×14.0×89.0=
题目8417: 85.0+69.0×85.0=
题目8418: 80.0-11.0=
题目8419: 34.0+98.0-11.0=
题目8420: 97.0×73.0=
题目8421: 77.0-61.0=
题目8422: 62.0+76.0÷89.0=
题目8423: 67.0-42.0=
题目8424: 80.0×72.0=
题目8425: 92.0+16.0=
题目8426: 34.0+34.0÷71.0=
题目8427: 73.0-50.0=
题目8428: 71.0+14.0÷44.0=
题目8429: 58.0+82.0+67.0=
题目8430: 68.0×25.0+96.0=
题目8431: 91.0+92.0=
题目8432: 40.0×19.0=
题目8433: 37.0÷72.0÷61.0=
题目8434: 63.0×18.0=
题目8435: 73.0÷92.0=
题目8436: 91.0+52.0+71.0+52.0=
题目8437: 85.0+31.0×65.0+95.0=
题目8438: 13.0+58.0+81.0=
题目8439: 38.0+35.0=
题目8440: (77.0-53.0)÷40.0=
题目8441: 79.0×6.0+25.0=
题目8442: 56.0÷22.0=
题目8443: 48.0-15.0=
题目8444: 92.0+75.0=
题目8445: 69.0×88.0=
题目8446: 69.0+7.0×100.0+74.0=
题目8447: 87.0+39.0=
题目8448: 61.0×86.0=
题目8449: 71.0×18.0=
题目8450: 79.0×7.0=
题目8451: 83.0+48.0=
题目8452: 89.0×93.0=
题目8453: 78.0+84.0=
题目8454: 84.0+19.0=
题目8455: 37.0÷58.0÷91.0=
题目8456: 86.0-47.0=
题目8457: 97.0-95.0=
题目8458: 3.0×31.0=
题目8459: 62.0-12.0=
题目8460: 89.0+43.0=
题目8461: 74.0×17.0=
题目8462: 66.0×67.0÷34.0=
题目8463: 52.0+54.0=
题目8464: 90.0×22.0=
题目8465: 68.0-25.0+12.0=
题目8466: 45.0-41.0=
题目8467: 78.0-45.0=
题目8468: 87.0+34.0÷8.0=
题目8469: 68.0×42.0=
题目8470: (46.0-17.0)÷63.0=
题目8471: 98.0+36.0+19.0+24.0=
题目8472: 97.0÷97.0÷60.0=
题目8473: (39.0-11.0)÷32.0=
题目8474: 35.0÷84.0=
题目8475: 59.0+100.0=
题目8476: 44.0+20.0÷98.0=
题目8477: 50.0÷60.0=
题目8478: 33.0+80.0=
题目8479: 50.0×74.0=
题目8480: 64.0×12.0+69.0=
题目8481: 73.0×11.0=
题目8482: 86.0+61.0+31.0+16.0=
题目8483: 64.0×28.0+81.0=
题目8484: 53.0×25.0+59.0=
题目8485: 10.0+34.0×26.0=
题目8486: 53.0×65.0+91.0=
题目8487: 17.0÷7.0=
题目8488: (84.0-78.0)×83.0=
题目8489: 56.0+78.0=
题目8490: 26.0-16.0=
题目8491: 82.0÷23.0=
题目8492: 34.0+57.0+9.0=
题目8493: 98.0-54.0=
题目8494: 54.0+27.0+68.0=
题目8495: 24.0+85.0÷51.0×66.0=
题目8496: 2.0×42.0+32.0=
题目8497: 42.0÷9.0=
题目8498: 22.0+9.0=
题目8499: 14.0+81.0=
题目8500: 73.0×73.0+58.0=
题目8501: 30.0×56.0=
题目8502: 65.0÷53.0=
题目8503: 48.0+25.0×72.0=
题目8504: 57.0+87.0=
题目8505: 94.0-17.0=
题目8506: 25.0+69.0×99.0=
题目8507: 65.0+2.0-4.0=
题目8508: 23.0÷96.0=
题目8509: 45.0+25.0=
题目8510: 5.0×95.0=
题目8511: 70.0-7.0=
题目8512: (30.0-22.0)×19.0=
题目8513: 93.0÷25.0=
题目8514: 94.0+73.0=
题目8515: 80.0×94.0×84.0=
题目8516: 43.0×21.0=
题目8517: 34.0×14.0×90.0=
题目8518: (44.0-44.0)×81.0=
题目8519: 8.0×24.0=
题目8520: 11.0÷49.0=
题目8521: 68.0÷20.0×5.0=
题目8522: 6.0+9.0=
题目8523: 95.0×16.0=
题目8524: 75.0+73.0=
题目8525: 36.0+15.0=
题目8526: 97.0-89.0=
题目8527: 64.0×44.0÷89.0=
题目8528: 88.0+24.0-10.0+94.0=
题目8529: 7.0×74.0=
题目8530: 24.0×7.0=
题目8531: 46.0×4.0+44.0=
题目8532: 89.0×75.0×65.0=
题目8533: 93.0×16.0×26.0=
题目8534: 53.0÷83.0÷10.0=
题目8535: 95.0×43.0+59.0=
题目8536: 75.0×77.0+73.0=
题目8537: 29.0+40.0=
题目8538: (78.0-37.0)×9.0=
题目8539: 20.0×19.0÷58.0=
题目8540: (38.0-25.0)÷54.0=
题目8541: 62.0+33.0=
题目8542: 2.0×8.0×31.0=
题目8543: 100.0+69.0-62.0=
题目8544: 19.0×13.0÷2.0=
题目8545: 71.0÷2.0+70.0=
题目8546: 90.0×60.0=
题目8547: (58.0-13.0)÷15.0=
题目8548: 24.0+99.0-10.0+36.0=
题目8549: 31.0+85.0=
题目8550: (31.0-22.0)×39.0=
题目8551: 26.0×35.0=
题目8552: 42.0×44.0÷93.0=
题目8553: 84.0×51.0=
题目8554: 90.0+94.0÷91.0=
题目8555: 8.0×11.0=
题目8556: 33.0+14.0×68.0=
题目8557: 41.0+75.0×34.0+54.0=
题目8558: (86.0-48.0)÷10.0=
题目8559: 87.0×36.0+99.0=
题目8560: 7.0÷59.0=
题目8561: (99.0-49.0)×89.0=
题目8562: 62.0×20.0×27.0=
题目8563: 90.0+95.0+22.0=
题目8564: 31.0+60.0=
题目8565: 97.0+100.0-87.0=
题目8566: 71.0+50.0=
题目8567: 54.0×58.0÷96.0=
题目8568: 7.0-4.0=
题目8569: 59.0×12.0=
题目8570: 12.0÷29.0×48.0=
题目8571: 100.0-25.0=
题目8572: 34.0×50.0+21.0=
题目8573: 96.0-87.0=
题目8574: 13.0×65.0=
题目8575: 59.0-27.0=
题目8576: 74.0×33.0×36.0=
题目8577: 53.0-48.0=
题目8578: 84.0+11.0=
题目8579: 4.0+76.0÷24.0+77.0=
题目8580: 25.0+87.0=
题目8581: 89.0+36.0+13.0=
题目8582: 22.0+61.0=
题目8583: 84.0+35.0=
题目8584: 4.0+50.0=
题目8585: 86.0×21.0=
题目8586: 16.0+94.0=
题目8587: 60.0÷14.0=
题目8588: 60.0÷9.0=
题目8589: 93.0×33.0=
题目8590: 19.0+82.0=
题目8591: 49.0÷67.0=
题目8592: 7.0÷55.0÷24.0=
题目8593: 15.0+16.0=
题目8594: 43.0÷30.0=
题目8595: 60.0-24.0=
题目8596: 10.0+19.0=
题目8597: 69.0×36.0=
题目8598: 72.0×13.0=
题目8599: 86.0+80.0+46.0=
题目8600: 41.0÷21.0=
题目8601: (22.0-8.0)÷87.0=
题目8602: 77.0÷88.0=
题目8603: 31.0+93.0=
题目8604: 95.0+70.0-39.0=
题目8605: 11.0×80.0=
题目8606: 36.0÷18.0=
题目8607: (45.0-2.0)×4.0=
题目8608: 87.0-77.0=
题目8609: 37.0+3.0+24.0+74.0=
题目8610: 19.0×25.0=
题目8611: 18.0÷46.0=
题目8612: 95.0÷29.0×21.0=
题目8613: 67.0×68.0=
题目8614: 18.0×40.0+65.0=
题目8615: 31.0×29.0=
题目8616: 28.0+76.0-94.0+64.0=
题目8617: 77.0-55.0=
题目8618: 13.0÷98.0=
题目8619: 48.0+85.0=
题目8620: 79.0-57.0=
题目8621: 93.0×46.0+12.0=
题目8622: 8.0+58.0=
题目8623: 68.0×24.0=
题目8624: 86.0+74.0=
题目8625: 19.0+6.0-20.0+27.0=
题目8626: 21.0+94.0×69.0=
题目8627: (68.0-23.0)×4.0=
题目8628: 3.0+15.0×12.0=
题目8629: 92.0×47.0=
题目8630: 97.0+46.0=
题目8631: (89.0-72.0)÷48.0=
题目8632: 6.0+31.0×45.0=
题目8633: 46.0÷87.0=
题目8634: 72.0×44.0×69.0=
题目8635: 74.0+54.0=
题目8636: 87.0+48.0+97.0=
题目8637: (73.0-48.0)×78.0=
题目8638: 13.0+39.0+38.0=
题目8639: 14.0×75.0+42.0=
题目8640: 84.0-82.0=
题目8641: 25.0×62.0=
题目8642: 7.0÷92.0=
题目8643: 86.0-60.0=
题目8644: 4.0÷4.0+87.0=
题目8645: 64.0×15.0=
题目8646: 35.0×42.0+82.0=
题目8647: 9.0÷41.0=
题目8648: 41.0÷10.0×2.0=
题目8649: 12.0×65.0=
题目8650: 54.0+92.0×24.0=
题目8651: 39.0+72.0=
题目8652: 61.0+23.0÷67.0=
题目8653: 60.0-27.0=
题目8654: 88.0-31.0=
题目8655: 3.0×31.0=
题目8656: 16.0+24.0+57.0=
题目8657: 62.0+17.0÷14.0+9.0=
题目8658: 51.0÷59.0=
题目8659: 18.0÷69.0=
题目8660: 95.0×97.0÷15.0=
题目8661: 97.0-63.0=
题目8662: 57.0×94.0+12.0=
题目8663: 39.0÷69.0+35.0=
题目8664: 48.0+96.0=
题目8665: 87.0÷66.0+92.0=
题目8666: 5.0+69.0+98.0+67.0=
题目8667: 50.0×98.0=
题目8668: 80.0+76.0÷54.0=
题目8669: 78.0-1.0=
题目8670: 42.0÷69.0÷70.0=
题目8671: 100.0+41.0=
题目8672: 86.0÷71.0=
题目8673: 58.0÷30.0=
题目8674: 58.0+2.0-19.0=
题目8675: 25.0×93.0+99.0=
题目8676: 97.0+77.0-76.0=
题目8677: 29.0×67.0=
题目8678: 10.0×39.0÷71.0=
题目8679: 77.0÷45.0÷69.0=
题目8680: 8.0×13.0+67.0=
题目8681: 23.0×20.0×6.0=
题目8682: 5.0÷26.0×4.0=
题目8683: 34.0×92.0=
题目8684: 16.0+93.0-57.0+2.0=
题目8685: 48.0-15.0=
题目8686: 26.0×59.0+35.0=
题目8687: 95.0-59.0=
题目8688: 12.0÷30.0÷63.0=
题目8689: 96.0-61.0=
题目8690: 9.0÷69.0=
题目8691: 36.0+40.0÷4.0+61.0=
题目8692: 13.0÷3.0=
题目8693: 4.0÷75.0÷16.0=
题目8694: 74.0×43.0=
题目8695: 28.0÷9.0=
题目8696: 97.0÷77.0×67.0=
题目8697: 98.0÷85.0×48.0=
题目8698: 21.0×30.0=
题目8699: 93.0×48.0=
题目8700: 11.0÷65.0×16.0=
题目8701: 89.0×78.0=
题目8702: 96.0+1.0÷34.0×59.0=
题目8703: 35.0÷64.0×20.0=
题目8704: 71.0-48.0=
题目8705: 14.0-16.0+60.0=
题目8706: 23.0-3.0=
题目8707: 96.0+58.0+89.0=
题目8708: 47.0-42.0=
题目8709: 51.0×82.0+68.0=
题目8710: 58.0+51.0+49.0=
题目8711: 50.0×35.0+15.0=
题目8712: 21.0×31.0÷28.0=
题目8713: 19.0×34.0=
题目8714: 78.0÷64.0=
题目8715: 54.0+90.0-70.0=
题目8716: 80.0×27.0×31.0=
题目8717: 13.0+55.0-35.0=
题目8718: 40.0×82.0=
题目8719: 15.0-3.0=
题目8720: 97.0-69.0=
题目8721: 69.0÷45.0+72.0=
题目8722: 45.0+58.0×39.0=
题目8723: 1.0÷44.0÷50.0=
题目8724: 57.0÷44.0=
题目8725: 56.0÷39.0=
题目8726: 25.0+70.0÷39.0=
题目8727: 39.0÷63.0×92.0=
题目8728: 10.0÷44.0=
题目8729: (88.0-27.0)×83.0=
题目8730: 7.0×51.0=
题目8731: 2.0÷39.0=
题目8732: 75.0÷80.0=
题目8733: 91.0+25.0=
题目8734: 89.0+59.0=
题目8735: 52.0÷60.0×21.0=
题目8736: 31.0×21.0=
题目8737: 7.0×13.0=
题目8738: 42.0+32.0=
题目8739: 47.0-21.0=
题目8740: 1.0+72.0=
题目8741: 24.0×54.0=
题目8742: 50.0+29.0=
题目8743: 60.0+53.0=
题目8744: 98.0-62.0=
题目8745: 36.0÷26.0×25.0=
题目8746: 89.0+49.0÷79.0=
题目8747: 67.0×61.0=
题目8748: 52.0×18.0=
题目8749: 98.0-72.0=
题目8750: 63.0÷14.0=
题目8751: 65.0+95.0-74.0=
题目8752: 22.0×17.0=
题目8753: 2.0-73.0+93.0=
题目8754: 33.0-19.0=
题目8755: 34.0+73.0÷1.0=
题目8756: 21.0+27.0+94.0=
题目8757: 100.0×97.0=
题目8758: 63.0-9.0=
题目8759: 30.0÷55.0×67.0=
题目8760: 10.0×6.0=
题目8761: 74.0-10.0=
题目8762: (82.0-3.0)×30.0=
题目8763: 63.0×8.0=
题目8764: 43.0+15.0=
题目8765: 97.0-63.0=
题目8766: 67.0-66.0=
题目8767: (60.0-46.0)×4.0=
题目8768: 94.0÷29.0=
题目8769: 31.0×51.0=
题目8770: 56.0+95.0×93.0=
题目8771: 94.0×28.0+91.0=
题目8772: 59.0-30.0=
题目8773: 33.0-8.0+9.0=
题目8774: 93.0+45.0=
题目8775: 65.0÷68.0÷31.0=
题目8776: 92.0÷41.0+33.0=
题目8777: 59.0+62.0+33.0=
题目8778: 56.0÷55.0=
题目8779: 26.0÷68.0=
题目8780: 41.0÷88.0=
题目8781: 73.0÷63.0×44.0=
题目8782: 17.0+82.0=
题目8783: 32.0×96.0×35.0=
题目8784: 35.0÷58.0=
题目8785: (43.0-15.0)÷22.0=
题目8786: 86.0-39.0=
题目8787: 74.0×88.0×23.0=
题目8788: 71.0×84.0+54.0=
题目8789: 15.0+36.0×83.0=
题目8790: 11.0+54.0=
题目8791: 12.0÷67.0=
题目8792: (82.0-20.0)×8.0=
题目8793: 89.0-31.0+22.0=
题目8794: 77.0-22.0=
题目8795: 79.0+63.0=
题目8796: 94.0×80.0=
题目8797: (39.0-22.0)÷41.0=
题目8798: 17.0+19.0=
题目8799: 89.0×38.0+89.0=
题目8800: 45.0×76.0=
题目8801: (100.0-5.0)÷92.0=
题目8802: 72.0÷3.0=
题目8803: 7.0+1.0=
题目8804: 75.0+38.0÷8.0×44.0=
题目8805: 47.0÷89.0=
题目8806: 77.0+45.0÷100.0=
题目8807: 6.0×18.0÷35.0=
题目8808: 67.0-63.0+46.0=
题目8809: 96.0+71.0=
题目8810: 34.0-29.0=
题目8811: 87.0+45.0×28.0=
题目8812: 98.0+68.0=
题目8813: 23.0+27.0÷29.0=
题目8814: 24.0×83.0=
题目8815: 6.0×17.0÷59.0=
题目8816: 71.0÷52.0×51.0=
题目8817: (6.0-1.0)÷14.0=
题目8818: 1.0+96.0-49.0=
题目8819: 31.0-14.0=
题目8820: 1.0+76.0+52.0+66.0=
题目8821: (87.0-50.0)×24.0=
题目8822: 26.0×70.0=
题目8823: 21.0-16.0=
题目8824: 38.0+21.0=
题目8825: 25.0×31.0=
题目8826: 81.0-61.0+91.0=
题目8827: 47.0+59.0÷87.0=
题目8828: 8.0+46.0=
题目8829: 29.0×69.0×9.0=
题目8830: 16.0+71.0÷66.0×66.0=
题目8831: (64.0-9.0)÷7.0=
题目8832: 15.0+16.0=
题目8833: 38.0+13.0×73.0=
题目8834: 57.0+2.0+85.0=
题目8835: 4.0+94.0=
题目8836: 37.0-1.0=
题目8837: 81.0×3.0=
题目8838: 34.0-18.0+7.0=
题目8839: 68.0-48.0=
题目8840: 100.0-47.0-21.0=
题目8841: 87.0×21.0=
题目8842: 83.0-4.0=
题目8843: 60.0×21.0=
题目8844: 7.0÷78.0÷46.0=
题目8845: 70.0+73.0=
题目8846: 77.0+60.0=
题目8847: 44.0÷81.0=
题目8848: 95.0÷75.0=
题目8849: 42.0+21.0=
题目8850: 62.0-28.0=
题目8851: 30.0+64.0=
题目8852: 31.0÷53.0÷11.0=
题目8853: 50.0×68.0=
题目8854: 37.0+44.0+39.0=
题目8855: 19.0×49.0÷8.0=
题目8856: 58.0-49.0=
题目8857: (78.0-43.0)×6.0=
题目8858: 88.0+100.0÷69.0=
题目8859: (97.0-10.0)÷78.0=
题目8860: 99.0+89.0+27.0=
题目8861: 81.0÷12.0×42.0=
题目8862: 34.0-17.0=
题目8863: 46.0×61.0=
题目8864: 18.0+49.0=
题目8865: 17.0÷83.0+33.0=
题目8866: 23.0÷63.0×17.0=
题目8867: 44.0-23.0=
题目8868: 96.0÷17.0=
题目8869: 35.0+44.0-8.0=
题目8870: 77.0÷96.0+12.0=
题目8871: (36.0-29.0)÷14.0=
题目8872: 67.0+49.0-85.0=
题目8873: 45.0×84.0+66.0=
题目8874: (91.0-76.0)÷57.0=
题目8875: 14.0+47.0÷35.0=
题目8876: 66.0×62.0+27.0=
题目8877: 2.0+52.0÷77.0=
题目8878: 10.0+93.0=
题目8879: 40.0-13.0=
题目8880: 35.0-9.0=
题目8881: 17.0+47.0÷3.0=
题目8882: 91.0×28.0+90.0=
题目8883: 15.0-4.0=
题目8884: 69.0×93.0+44.0=
题目8885: 89.0-50.0=
题目8886: 99.0-4.0=
题目8887: 43.0×75.0=
题目8888: 84.0+21.0+13.0=
题目8889: 92.0÷73.0=
题目8890: 57.0-44.0=
题目8891: 44.0÷18.0=
题目8892: 31.0-10.0=
题目8893: 13.0+69.0-45.0+50.0=
题目8894: 74.0-56.0=
题目8895: 91.0+74.0+62.0=
题目8896: 48.0×14.0+24.0=
题目8897: 90.0-49.0=
题目8898: 62.0+63.0+4.0=
题目8899: 72.0-39.0=
题目8900: 93.0×18.0=
